Date,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2020-01-01,672.216064453125,680.0087281455684,670.390410387018,675.9565477815083,14004468
2020-01-02,683.6602783203125,686.1762083080744,673.2849207275859,673.2849207275859,17710316
2020-01-03,684.4840698242188,686.4878962665452,678.1831277621862,682.6360622006584,20984698
2020-01-06,668.6092529296875,680.3649817308929,667.0507082361115,676.8471984455604,24519177
2020-01-07,678.8955688476562,683.3039746836643,673.9527657511211,676.4018734988883,16683622
2020-01-08,673.7969970703125,683.2817317108661,672.3943304886236,674.6207976476823,16047902
2020-01-09,689.3154296875,690.2059926741842,681.8567565985553,685.1296647498189,14982742
2020-01-10,689.15966796875,693.7461870259668,685.5972965193916,691.0521443605163,12478359
2020-01-13,687.4007568359375,694.0801585291999,685.0407051379933,688.0019166618636,18282382
2020-01-14,681.0330810546875,690.2061193009722,677.6711159879618,685.7531846503401,15816535
2020-01-15,678.5616455078125,685.708622508407,676.068009361063,683.9052024938248,15817859
2020-01-16,684.8179931640625,687.244866778881,680.4095869331176,680.8549279318096,12847975
2020-01-17,704.0101928710938,705.7690846391494,691.6310096398801,691.7645940988411,29463471
2020-01-20,682.3466186523438,716.4784286658733,679.6971043882497,716.4784286658733,32545850
2020-01-21,683.0369262695312,688.3581898620575,677.7378970312928,680.6768744071713,18922720
2020-01-22,682.7918701171875,688.7588206739724,681.7899569992577,687.5342668020733,10322817
2020-01-23,679.8975830078125,686.621513138243,677.1590121473655,684.1946393801801,11247739
2020-01-24,677.5374145507812,684.1277590740176,676.2015106061541,679.9642284408451,14628445
2020-01-27,670.8580322265625,678.8288097703885,670.1678160991427,674.5762817936037,13387750
2020-01-28,655.3617553710938,672.3942783497732,651.7326219117568,671.7708247894806,24532236
2020-01-29,658.9686889648438,665.4476838598071,651.9330029814765,656.385937187332,24746565
2020-01-30,642.8935546875,658.9018717010598,641.2237192109507,658.5901746274501,22402689
2020-01-31,628.599609375,647.1238564671794,626.6180767993984,647.0125063572486,34750310
2020-02-03,616.9551391601562,623.3896651574961,606.9583015760081,610.0085691432375,30712290
2020-02-04,635.1676635742188,637.8839401729988,622.4322559797637,623.4118752792756,25383901
